＊ 指数先物、国債先物、指数オプション、国債先物オプション、有価証券オプション、商品先物、商品先物オプション順で、商品ごとに限月順で表示しております。,,,,,,,,,,,
＊ 前取引日に取引最終日を迎えた銘柄につきましては掲載されておりません。,,,,,,,,,,,
銘柄コード,銘柄名称,PUT/CAL,限月,権利行使価格,清算価格,理論価格,原資産価格,ボラティリティ,金利,残日数,原資産名称
161060018,FUT_225_260611,,202606,,58030,57965,57877.39,,0.9406,59,日経225
161090018,FUT_225_260910,,202609,,58140,58113,57877.39,,1.3479,150,日経225
161120018,FUT_225_261210,,202612,,57960,57989,57877.39,,1.3309,241,日経225
162030018,FUT_225_270311,,202703,,58110,58088,57877.39,,1.3309,332,日経225
162060018,FUT_225_270610,,202706,,57970,57925,57877.39,,1.3309,423,日経225
162090018,FUT_225_270909,,202709,,58150,58033,57877.39,,1.3309,514,日経225
162120018,FUT_225_271209,,202712,,58060,57916,57877.39,,1.3309,605,日経225
163060018,FUT_225_280608,,202806,,58180,57856,57877.39,,1.3309,787,日経225
163120018,FUT_225_281207,,202812,,58360,57851,57877.39,,1.3309,969,日経225
164060018,FUT_225_290607,,202906,,58560,57795,57877.39,,1.3309,1151,日経225
164120018,FUT_225_291213,,202912,,58850,57808,57877.39,,1.3309,1340,日経225
165060018,FUT_225_300613,,203006,,59070,57757,57877.39,,1.3309,1522,日経225
165120018,FUT_225_301212,,203012,,59340,57758,57877.39,,1.3309,1704,日経225
166060018,FUT_225_310612,,203106,,59610,57711,57877.39,,1.3309,1886,日経225
166120018,FUT_225_311211,,203112,,59930,57716,57877.39,,1.3309,2068,日経225
167060018,FUT_225_320610,,203206,,60210,57673,57877.39,,1.3309,2250,日経225
167120018,FUT_225_321209,,203212,,60540,57682,57877.39,,1.3309,2432,日経225
168060018,FUT_225_330609,,203306,,60870,57642,57877.39,,1.3309,2614,日経225
168120018,FUT_225_331208,,203312,,61240,57655,57877.39,,1.3309,2796,日経225
161050019,FUT_225M_260507,,202605,,57980,57913,57877.39,,0.9406,24,日経225
161060019,FUT_225M_260611,,202606,,58030,57965,57877.39,,0.9406,59,日経225
161070019,FUT_225M_260709,,202607,,58030,58005,57877.39,,1.2731,87,日経225
161080019,FUT_225M_260813,,202608,,57960,58088,57877.39,,1.3479,122,日経225
161090019,FUT_225M_260910,,202609,,58140,58113,57877.39,,1.3479,150,日経225
161120019,FUT_225M_261210,,202612,,57960,57989,57877.39,,1.3309,241,日経225
162030019,FUT_225M_270311,,202703,,58110,58088,57877.39,,1.3309,332,日経225
