date,fund_code,fund_name,total_shares_wan
2025-11-24,518880,黄金ETF华安,991754.08
2025-11-25,518880,黄金ETF华安,993494.08
2025-11-26,518880,黄金ETF华安,997114.08
2025-11-27,518880,黄金ETF华安,998444.08
2025-11-28,518880,黄金ETF华安,999804.08
2025-12-01,518880,黄金ETF华安,1001144.08
2025-12-02,518880,黄金ETF华安,1001254.08
2025-12-03,518880,黄金ETF华安,1000404.08
2025-12-04,518880,黄金ETF华安,1000244.08
2025-12-05,518880,黄金ETF华安,996744.08
2025-12-08,518880,黄金ETF华安,994224.08
2025-12-09,518880,黄金ETF华安,991074.08
2025-12-10,518880,黄金ETF华安,986384.08
2025-12-11,518880,黄金ETF华安,983854.08
2025-12-12,518880,黄金ETF华安,983314.08
2025-12-15,518880,黄金ETF华安,985134.08
2025-12-16,518880,黄金ETF华安,984814.08
2025-12-17,518880,黄金ETF华安,987214.08
2025-12-18,518880,黄金ETF华安,988014.08
2025-12-19,518880,黄金ETF华安,986964.08
2025-12-22,518880,黄金ETF华安,997254.08
2025-12-23,518880,黄金ETF华安,1012964.08
2025-12-24,518880,黄金ETF华安,1015514.08
2025-12-25,518880,黄金ETF华安,1014814.08
2025-12-26,518880,黄金ETF华安,1009984.08
2025-12-29,518880,黄金ETF华安,1006494.08
2025-12-30,518880,黄金ETF华安,1013224.08
2025-12-31,518880,黄金ETF华安,1008934.08
2026-01-05,518880,黄金ETF华安,1017744.08
2026-01-06,518880,黄金ETF华安,1024274.08
2026-01-07,518880,黄金ETF华安,1026674.08
2026-01-08,518880,黄金ETF华安,1017504.08
2026-01-09,518880,黄金ETF华安,1014824.08
2026-01-12,518880,黄金ETF华安,1016444.08
2026-01-13,518880,黄金ETF华安,1014584.08
2026-01-14,518880,黄金ETF华安,1016184.08
2026-01-15,518880,黄金ETF华安,1024094.08
2026-01-16,518880,黄金ETF华安,1029254.08
2026-01-19,518880,黄金ETF华安,1038854.08
2026-01-20,518880,黄金ETF华安,1048654.08
2026-01-21,518880,黄金ETF华安,1055574.08
2026-01-22,518880,黄金ETF华安,1060404.08
2026-01-23,518880,黄金ETF华安,1071044.08
2026-01-26,518880,黄金ETF华安,1091544.08
2026-01-27,518880,黄金ETF华安,1103424.08
2026-01-28,518880,黄金ETF华安,1130504.08
2026-01-29,518880,黄金ETF华安,1141194.08
2026-01-30,518880,黄金ETF华安,1147154.08
2026-02-02,518880,黄金ETF华安,1129094.08
2026-02-03,518880,黄金ETF华安,1109264.08
2026-02-04,518880,黄金ETF华安,1121564.08
2026-02-05,518880,黄金ETF华安,1120764.08
2026-02-06,518880,黄金ETF华安,1126994.08
2026-02-09,518880,黄金ETF华安,1131694.08
2026-02-10,518880,黄金ETF华安,1123184.08
2026-02-11,518880,黄金ETF华安,1121504.08
2026-02-12,518880,黄金ETF华安,1122074.08
2026-02-13,518880,黄金ETF华安,1125154.08
2026-02-24,518880,黄金ETF华安,1127294.08
2026-02-25,518880,黄金ETF华安,1129154.08
2026-02-26,518880,黄金ETF华安,1132414.08
2026-02-27,518880,黄金ETF华安,1135004.08
2026-03-02,518880,黄金ETF华安,1144224.08
2026-03-03,518880,黄金ETF华安,1150924.08
2026-03-04,518880,黄金ETF华安,1158594.08
2026-03-05,518880,黄金ETF华安,1166914.08
2026-03-06,518880,黄金ETF华安,1170494.08
2026-03-09,518880,黄金ETF华安,1173434.08
2026-03-10,518880,黄金ETF华安,1175664.08
